true_x,true_y,pred_x,pred_y
"[31.466666666666665, 29.733333333333334, 27.6, 28.666666666666668, 35.06666666666667, 35.333333333333336, 33.06666666666667, 32, 33.2, 34, 35.2, 35.86666666666667, 36.266666666666666, 30.933333333333334, 31.866666666666667, 0.0, 32.8]","[32.22748815165877, 36.018957345971565, 40.52132701421801, 36.018957345971565, 36.25592417061611, 38.86255924170616, 35.07109004739336, 48.5781990521327, 55.45023696682465, 60.66350710900474, 48.1042654028436, 53.791469194312796, 59.95260663507109, 31.27962085308057, 31.27962085308057, 0.0, 31.27962085308057]","[31.5625, 30.260416666666668, 28.645833333333332, 30.15625, 33.85416666666667, 35.364583333333336, 33.802083333333336, 32.447916666666664, 33.020833333333336, 33.90625, 34.53125, 35.46875, 36.45833333333333, 31.093749999999996, 32.083333333333336, 0.0, 32.708333333333336]","[31.75925925925926, 35.833333333333336, 39.07407407407407, 36.75925925925926, 34.81481481481482, 37.96296296296296, 35.55555555555556, 46.2037037037037, 53.98148148148149, 60.370370370370374, 45.55555555555556, 53.05555555555556, 59.25925925925925, 30.925925925925924, 30.833333333333336, 0.0, 30.833333333333336]"
"[50.4, 48.93333333333333, 48.13333333333333, 49.46666666666667, 51.6, 52.4, 51.46666666666667, 48.93333333333333, 49.333333333333336, 49.2, 51.46666666666667, 51.2, 51.2, 50.13333333333333, 50.666666666666664, 49.6, 51.06666666666667]","[45.023696682464454, 47.39336492890995, 51.8957345971564, 52.60663507109005, 47.156398104265406, 52.132701421800945, 53.55450236966825, 54.502369668246445, 61.611374407582936, 67.29857819905213, 54.502369668246445, 61.84834123222749, 67.53554502369668, 44.54976303317535, 44.54976303317535, 44.54976303317535, 44.54976303317535]","[50.31250000000001, 48.75, 48.020833333333336, 49.583333333333336, 51.87500000000001, 52.5, 51.927083333333336, 49.635416666666664, 49.53125, 48.90625, 51.145833333333336, 51.66666666666667, 51.197916666666664, 50.0, 50.520833333333336, 49.791666666666664, 51.09375000000001]","[44.62962962962963, 47.68518518518518, 50.92592592592593, 53.24074074074075, 47.5, 50.92592592592593, 52.96296296296297, 54.81481481481482, 60.370370370370374, 66.38888888888889, 54.72222222222223, 61.111111111111114, 66.57407407407408, 43.98148148148148, 43.7962962962963, 44.72222222222222, 44.44444444444444]"
"[44.266666666666666, 42.13333333333333, 41.46666666666667, 42.4, 45.733333333333334, 45.733333333333334, 44.53333333333333, 43.2, 42.8, 42.266666666666666, 44.266666666666666, 44.8, 44.53333333333333, 0.0, 0.0, 43.6, 44.8]","[35.78199052132702, 37.677725118483416, 41.46919431279621, 40.758293838862556, 38.388625592417064, 43.127962085308056, 42.18009478672986, 46.208530805687204, 52.3696682464455, 58.29383886255924, 46.208530805687204, 51.8957345971564, 57.81990521327014, 0.0, 0.0, 35.07109004739336, 35.07109004739336]","[43.4375, 44.114583333333336, 5.260416666666667, 44.479166666666664, 44.0625, 44.166666666666664, 5.833333333333333, 43.90625, 43.541666666666664, 43.645833333333336, 43.854166666666664, 43.125, 42.96875, 0.0, 0.0, 42.44791666666667, 43.697916666666664]","[36.851851851851855, 38.148148148148145, 37.129629629629626, 37.77777777777778, 41.2962962962963, 42.592592592592595, 36.94444444444444, 38.05555555555556, 41.2962962962963, 42.592592592592595, 45.27777777777778, 51.2962962962963, 57.407407407407405, 0.0, 0.0, 56.2037037037037, 36.574074074074076]"
"[52.53333333333333, 51.06666666666667, 48.8, 51.46666666666667, 54.53333333333333, 55.46666666666667, 53.733333333333334, 51.333333333333336, 51.86666666666667, 51.86666666666667, 54.13333333333333, 53.86666666666667, 53.86666666666667, 52.13333333333333, 53.2, 51.46666666666667, 0.0]","[46.682464454976305, 49.76303317535545, 52.843601895734594, 50.947867298578196, 49.5260663507109, 54.976303317535546, 54.73933649289099, 58.53080568720379, 67.77251184834124, 73.45971563981043, 58.76777251184834, 68.24644549763033, 74.17061611374407, 46.208530805687204, 46.208530805687204, 46.44549763033175, 0.0]","[52.552083333333336, 50.67708333333333, 48.95833333333333, 50.520833333333336, 54.53125, 55.15624999999999, 54.114583333333336, 51.66666666666667, 51.770833333333336, 51.822916666666664, 53.645833333333336, 53.95833333333333, 54.01041666666667, 52.29166666666667, 52.864583333333336, 51.770833333333336, 0.0]","[46.01851851851852, 49.72222222222222, 53.425925925925924, 51.94444444444445, 49.629629629629626, 54.166666666666664, 53.148148148148145, 59.62962962962963, 67.5925925925926, 74.62962962962963, 59.62962962962963, 67.5, 74.72222222222223, 45.46296296296296, 45.370370370370374, 45.74074074074074, 0.0]"
"[49.6, 48.266666666666666, 47.46666666666667, 49.2, 51.333333333333336, 51.86666666666667, 50.8, 49.06666666666667, 48.93333333333333, 49.2, 50.666666666666664, 50.53333333333333, 50.53333333333333, 49.2, 50, 48.8, 50.266666666666666]","[46.91943127962085, 48.1042654028436, 51.8957345971564, 50.71090047393365, 48.1042654028436, 51.65876777251185, 51.4218009478673, 57.345971563981045, 61.611374407582936, 65.40284360189574, 57.345971563981045, 61.13744075829384, 65.40284360189574, 46.44549763033175, 46.682464454976305, 45.97156398104266, 45.97156398104266]","[49.84375, 48.802083333333336, 47.864583333333336, 48.59375, 50.625, 51.40625, 50.83333333333333, 49.375, 49.166666666666664, 48.95833333333333, 50.364583333333336, 50.520833333333336, 50.572916666666664, 49.6875, 50.0, 49.375, 50.15625]","[45.83333333333333, 48.42592592592593, 50.55555555555556, 50.74074074074074, 48.148148148148145, 50.83333333333333, 51.388888888888886, 54.72222222222223, 60.83333333333333, 66.38888888888889, 54.72222222222223, 60.370370370370374, 66.11111111111111, 45.55555555555556, 45.55555555555556, 45.64814814814815, 45.83333333333333]"
"[51.46666666666667, 50.53333333333333, 50.4, 51.2, 52.8, 0.0, 0.0, 50.8, 50.93333333333333, 51.333333333333336, 52.8, 53.06666666666667, 53.2, 50.93333333333333, 51.6, 50.666666666666664, 51.86666666666667]","[41.70616113744076, 43.127962085308056, 46.682464454976305, 43.127962085308056, 43.127962085308056, 0.0, 0.0, 53.55450236966825, 59.00473933649289, 64.92890995260663, 53.791469194312796, 59.241706161137444, 64.92890995260663, 40.52132701421801, 40.52132701421801, 40.758293838862556, 40.758293838862556]","[52.44791666666667, 52.44791666666667, 52.23958333333333, 52.083333333333336, 52.552083333333336, 0.0, 0.0, 52.29166666666667, 52.29166666666667, 52.5, 52.44791666666667, 52.5, 52.552083333333336, 0.0, 0.0, 0.0, 0.0]","[41.48148148148148, 44.53703703703704, 49.25925925925926, 53.05555555555556, 44.81481481481481, 0.0, 0.0, 53.05555555555556, 58.79629629629629, 64.35185185185185, 52.87037037037037, 58.7037037037037, 63.42592592592593, 0.0, 0.0, 0.0, 0.0]"
"[47.2, 45.46666666666667, 44.53333333333333, 45.733333333333334, 48, 49.333333333333336, 47.733333333333334, 45.333333333333336, 45.6, 45.6, 47.46666666666667, 47.733333333333334, 48.13333333333333, 46.666666666666664, 47.46666666666667, 45.86666666666667, 47.86666666666667]","[51.18483412322275, 53.791469194312796, 56.161137440758296, 60.426540284360186, 54.976303317535546, 56.872037914691944, 52.843601895734594, 61.611374407582936, 66.58767772511848, 70.61611374407583, 61.611374407582936, 66.58767772511848, 71.09004739336493, 50.4739336492891, 50.4739336492891, 51.65876777251185, 51.18483412322275]","[47.34375, 45.677083333333336, 45.260416666666664, 46.197916666666664, 47.552083333333336, 48.020833333333336, 47.708333333333336, 45.83333333333333, 46.197916666666664, 46.5625, 47.291666666666664, 47.447916666666664, 47.5, 47.083333333333336, 47.447916666666664, 46.197916666666664, 47.604166666666664]","[51.85185185185185, 54.629629629629626, 57.407407407407405, 57.49999999999999, 54.53703703703704, 57.68518518518518, 57.31481481481482, 61.01851851851852, 65.92592592592592, 71.11111111111111, 60.64814814814815, 65.83333333333333, 71.2037037037037, 51.20370370370371, 51.20370370370371, 52.03703703703704, 52.31481481481482]"
"[50, 49.266862170087975, 47.800586510263926, 49.266862170087975, 51.17302052785924, 52.34604105571847, 50.58651026392962, 48.82697947214076, 49.41348973607038, 49.266862170087975, 51.759530791788855, 51.759530791788855, 51.31964809384164, 49.70674486803519, 50.43988269794721, 49.41348973607038, 50.733137829912025]","[42.03655352480418, 44.64751958224543, 46.21409921671018, 43.60313315926893, 44.12532637075718, 48.04177545691906, 47.51958224543081, 53.26370757180157, 59.007832898172325, 63.44647519582245, 53.52480417754569, 58.746736292428196, 63.18537859007833, 41.253263707571804, 41.253263707571804, 42.03655352480418, 41.775456919060055]","[50.31250000000001, 49.010416666666664, 48.020833333333336, 49.791666666666664, 51.770833333333336, 52.552083333333336, 51.770833333333336, 49.895833333333336, 49.84375, 49.6875, 51.354166666666664, 51.71875, 51.5625, 50.05208333333333, 50.46874999999999, 49.84375, 50.88541666666667]","[41.66666666666667, 44.62962962962963, 46.75925925925926, 46.48148148148148, 44.25925925925926, 46.85185185185185, 47.22222222222222, 51.388888888888886, 57.77777777777777, 63.42592592592593, 51.20370370370371, 57.870370370370374, 63.51851851851852, 41.2037037037037, 41.2037037037037, 41.574074074074076, 41.388888888888886]"
"[0.0, 42.266666666666666, 40.8, 42.8, 46.666666666666664, 47.2, 46, 42.4, 43.333333333333336, 44.266666666666666, 44.8, 45.46666666666667, 46.13333333333333, 0.0, 0.0, 43.46666666666667, 45.6]","[0.0, 53.08056872037915, 58.53080568720379, 58.76777251184834, 53.317535545023695, 59.241706161137444, 60.426540284360186, 61.84834123222749, 66.35071090047393, 70.14218009478672, 61.611374407582936, 66.11374407582939, 70.14218009478672, 0.0, 0.0, 50.71090047393365, 50.71090047393365]","[0.0, 42.864583333333336, 41.875, 43.4375, 45.625, 46.61458333333333, 46.041666666666664, 43.28125, 44.0625, 43.59375, 45.260416666666664, 45.364583333333336, 45.46875, 0.0, 0.0, 43.854166666666664, 44.947916666666664]","[0.0, 54.166666666666664, 58.7037037037037, 58.333333333333336, 54.074074074074076, 58.14814814814815, 58.79629629629629, 62.22222222222222, 68.05555555555556, 72.22222222222221, 61.94444444444444, 67.68518518518518, 71.66666666666667, 0.0, 0.0, 51.11111111111111, 50.92592592592593]"
"[51.6, 50.8, 49.86666666666667, 50.93333333333333, 52.8, 53.6, 53.06666666666667, 51.06666666666667, 50.93333333333333, 50.8, 52.53333333333333, 52.4, 52.4, 51.333333333333336, 52, 0.0, 0.0]","[56.161137440758296, 56.63507109004739, 59.47867298578199, 59.95260663507109, 56.39810426540284, 59.00473933649289, 60.18957345971564, 62.08530805687204, 65.87677725118483, 68.72037914691943, 62.322274881516584, 65.63981042654028, 68.72037914691943, 55.21327014218009, 55.45023696682465, 0.0, 0.0]","[52.23958333333333, 51.45833333333333, 50.78125, 51.24999999999999, 52.44791666666667, 52.604166666666664, 52.29166666666667, 51.51041666666667, 51.45833333333333, 51.354166666666664, 52.29166666666667, 52.29166666666667, 52.03124999999999, 52.135416666666664, 52.34375, 0.0, 0.0]","[55.27777777777778, 57.31481481481482, 59.166666666666664, 59.81481481481481, 57.31481481481482, 59.351851851851855, 59.53703703703703, 61.48148148148148, 65.27777777777779, 69.72222222222221, 61.57407407407407, 65.27777777777779, 69.9074074074074, 54.907407407407405, 54.81481481481482, 0.0, 0.0]"
"[43.46666666666667, 41.333333333333336, 41.2, 43.2, 45.6, 45.86666666666667, 45.2, 42.666666666666664, 42.53333333333333, 42.266666666666666, 44.53333333333333, 44.8, 44.666666666666664, 43.06666666666667, 43.733333333333334, 0.0, 0.0]","[49.052132701421804, 51.18483412322275, 56.39810426540284, 53.55450236966825, 50.71090047393365, 55.45023696682465, 53.55450236966825, 61.84834123222749, 66.11374407582939, 71.56398104265404, 61.13744075829384, 65.63981042654028, 71.32701421800948, 48.1042654028436, 48.1042654028436, 0.0, 0.0]","[43.020833333333336, 41.875, 40.625, 41.875, 45.0, 46.041666666666664, 44.739583333333336, 42.552083333333336, 42.291666666666664, 42.395833333333336, 44.583333333333336, 44.739583333333336, 44.479166666666664, 42.8125, 43.333333333333336, 0.0, 0.0]","[47.87037037037037, 50.55555555555556, 54.81481481481482, 55.27777777777778, 50.18518518518519, 53.333333333333336, 53.7962962962963, 58.98148148148148, 66.48148148148148, 72.87037037037038, 58.79629629629629, 66.38888888888889, 72.87037037037038, 46.94444444444444, 46.94444444444444, 0.0, 0.0]"
"[38, 38.13333333333333, 34.666666666666664, 34, 42.53333333333333, 38.13333333333333, 35.6, 36.13333333333333, 36.93333333333333, 36.93333333333333, 41.2, 40, 41.06666666666667, 37.733333333333334, 38.8, 0.0, 41.06666666666667]","[27.725118483412324, 31.27962085308057, 36.492890995260666, 30.09478672985782, 33.41232227488152, 40.758293838862556, 34.12322274881517, 48.1042654028436, 57.58293838862559, 63.74407582938389, 50, 58.29383886255924, 66.58767772511848, 26.066350710900473, 26.540284360189574, 0.0, 27.488151658767773]","[38.4375, 38.54166666666667, 36.822916666666664, 34.791666666666664, 35.46875, 42.03125, 37.916666666666664, 34.947916666666664, 37.552083333333336, 36.822916666666664, 37.291666666666664, 40.10416666666667, 39.947916666666664, 40.729166666666664, 38.28125, 0.0, 41.197916666666664]","[26.75925925925926, 31.48148148148148, 37.31481481481482, 32.592592592592595, 44.074074074074076, 33.05555555555556, 37.96296296296296, 32.592592592592595, 46.2962962962963, 56.111111111111114, 64.44444444444444, 47.96296296296296, 56.851851851851855, 67.4074074074074, 25.27777777777778, 0.0, 27.037037037037038]"
"[32.93333333333333, 33.733333333333334, 33.86666666666667, 32.8, 37.2, 38.13333333333333, 33.86666666666667, 34.53333333333333, 34.4, 36.266666666666666, 36.266666666666666, 37.06666666666667, 37.86666666666667, 0.0, 33.06666666666667, 0.0, 34.53333333333333]","[34.360189573459714, 36.018957345971565, 40.99526066350711, 38.62559241706161, 35.54502369668246, 42.89099526066351, 45.26066350710901, 49.5260663507109, 57.345971563981045, 64.45497630331754, 50.23696682464455, 58.53080568720379, 65.63981042654028, 0.0, 32.93838862559242, 0.0, 31.990521327014218]","[33.177083333333336, 34.375, 33.802083333333336, 32.916666666666664, 37.03125, 38.229166666666664, 35.41666666666667, 35.0, 35.364583333333336, 36.45833333333333, 36.927083333333336, 36.875, 37.34375, 0.0, 33.4375, 0.0, 0.0]","[33.24074074074074, 36.48148148148148, 42.129629629629626, 43.425925925925924, 36.11111111111111, 42.407407407407405, 44.907407407407405, 49.166666666666664, 58.05555555555556, 66.01851851851852, 49.166666666666664, 57.96296296296296, 66.11111111111111, 0.0, 32.407407407407405, 0.0, 0.0]"
"[50.733137829912025, 49.41348973607038, 47.65395894428153, 48.97360703812317, 52.34604105571847, 53.95894428152493, 52.639296187683286, 48.82697947214076, 49.853372434017594, 49.41348973607038, 53.37243401759531, 52.49266862170088, 52.34604105571847, 50.29325513196481, 51.31964809384164, 49.70674486803519, 52.199413489736074]","[30.80939947780679, 35.24804177545692, 41.514360313315926, 42.55874673629243, 34.46475195822455, 41.514360313315926, 42.819843342036556, 48.04177545691906, 55.09138381201044, 63.44647519582245, 48.302872062663184, 55.09138381201044, 62.40208877284595, 30.026109660574413, 30.026109660574413, 30.026109660574413, 30.287206266318538]","[50.88541666666667, 49.166666666666664, 47.96875, 49.427083333333336, 53.07291666666667, 54.270833333333336, 52.81249999999999, 49.947916666666664, 49.895833333333336, 49.322916666666664, 52.5, 52.604166666666664, 52.083333333333336, 50.416666666666664, 51.51041666666667, 50.0, 52.29166666666667]","[31.75925925925926, 35.833333333333336, 41.11111111111111, 42.592592592592595, 36.01851851851852, 41.01851851851852, 42.592592592592595, 47.5, 56.111111111111114, 64.44444444444444, 47.40740740740741, 56.388888888888886, 63.24074074074074, 30.833333333333336, 30.74074074074074, 31.38888888888889, 31.11111111111111]"
"[50.43988269794721, 48.68035190615836, 46.62756598240469, 48.97360703812317, 52.05278592375367, 53.37243401759531, 51.90615835777126, 48.09384164222874, 48.240469208211145, 48.68035190615836, 52.34604105571847, 52.05278592375367, 51.759530791788855, 50.146627565982406, 50.87976539589443, 49.266862170087975, 51.46627565982405]","[34.46475195822455, 37.85900783289817, 43.86422976501306, 44.64751958224543, 37.59791122715405, 44.12532637075718, 44.90861618798956, 49.869451697127936, 58.485639686684074, 64.49086161879896, 49.869451697127936, 58.485639686684074, 64.49086161879896, 33.420365535248045, 33.68146214099217, 33.68146214099217, 33.68146214099217]","[50.46874999999999, 48.385416666666664, 47.34375, 48.489583333333336, 52.44791666666667, 53.17708333333333, 52.552083333333336, 49.47916666666667, 48.69791666666667, 48.229166666666664, 51.927083333333336, 52.29166666666667, 52.34375, 50.15625, 50.989583333333336, 49.6875, 51.770833333333336]","[34.35185185185185, 38.333333333333336, 42.77777777777778, 45.092592592592595, 38.24074074074074, 42.31481481481482, 44.53703703703704, 48.51851851851852, 56.481481481481474, 63.33333333333333, 48.61111111111111, 56.574074074074076, 62.5, 33.33333333333333, 33.33333333333333, 33.88888888888889, 34.074074074074076]"
"[47.2, 46.53333333333333, 46, 46.93333333333333, 49.733333333333334, 49.733333333333334, 48.666666666666664, 47.2, 47.2, 47.2, 48.93333333333333, 49.06666666666667, 49.06666666666667, 46.93333333333333, 47.733333333333334, 47.06666666666667, 48.266666666666666]","[43.60189573459716, 42.654028436018955, 46.682464454976305, 44.78672985781991, 44.312796208530806, 47.156398104265406, 48.81516587677725, 50.4739336492891, 54.502369668246445, 56.872037914691944, 50.4739336492891, 54.73933649289099, 56.872037914691944, 43.36492890995261, 43.60189573459716, 42.18009478672986, 42.18009478672986]","[47.760416666666664, 47.91666666666667, 37.5, 47.864583333333336, 37.395833333333336, 47.864583333333336, 37.03125, 47.864583333333336, 37.604166666666664, 48.072916666666664, 37.1875, 48.59375, 48.28125, 48.020833333333336, 37.34375, 47.96875, 37.23958333333333]","[42.592592592592595, 44.53703703703704, 53.51851851851852, 44.25925925925926, 53.333333333333336, 46.48148148148148, 54.35185185185185, 47.31481481481482, 54.72222222222223, 44.53703703703704, 53.425925925925924, 46.666666666666664, 47.96296296296296, 49.25925925925926, 55.46296296296296, 53.148148148148145, 57.31481481481482]"
